family,specialization,compile_spec_hash,comparison_semantic_key,symbol_sha256,threads_per_cta,gpr_452,gpr_460,gpr_delta,r_set_452,r_set_460,r_count_452,r_count_460,r_count_delta,r_max_452,r_max_460,r_max_delta,ur_set_452,ur_set_460,ur_count_452,ur_count_460,ur_count_delta,ur_max_452,ur_max_460,ur_max_delta,p_set_452,p_set_460,p_count_452,p_count_460,p_count_delta,p_max_452,p_max_460,p_max_delta,up_set_452,up_set_460,up_count_452,up_count_460,up_count_delta,up_max_452,up_max_460,up_max_delta,effective_ceiling_452,effective_ceiling_460,effective_ceiling_delta,reconfig_452,reconfig_460,frame_bytes_452,frame_bytes_460,frame_bytes_delta,stack_bytes_452,stack_bytes_460,stack_bytes_delta,ldl_452,ldl_460,ldl_delta,stl_452,stl_460,stl_delta,local_452,local_460,dynamic_smem_bytes_452,dynamic_smem_bytes_460,dynamic_smem_bytes_delta,static_smem_bytes_452,static_smem_bytes_460,static_smem_bytes_delta,total_smem_bytes_452,total_smem_bytes_460,total_smem_bytes_delta,active_ctas_per_sm_452,active_ctas_per_sm_460,active_ctas_per_sm_delta,active_threads_per_sm_452,active_threads_per_sm_460,active_threads_per_sm_delta,sass_instructions_452,sass_instructions_460,sass_instructions_delta,code_bytes_452,code_bytes_460,code_bytes_delta,flags
integration.residual.mhc_post_pre_prefill_block_m_partial_hidden7168_threads512_m2_n12,residual.h7168.prefill.block,f821ebda70f4739da06417e0292e1c755106de2710b966b932b141bd4c7ca5fe,e7f5fb29b8367b3b56e09db7e219d8a41cbc3d6943183480f702224449868b9e,471221b9a1ac79b436ab0e723f99d04992709496f6faada181e7a0f46de9da5d,512,128,128,0,0-125,0-125,126,126,0,125,125,0,4-16;18-29,4-16;18-29,25,25,0,29,29,0,0-4,0-4,5,5,0,4,4,0,0,0,1,1,0,0,0,0,128,128,0,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,4480,4480,0,0,0,0,4480,4480,0,1,1,0,512,512,0,8104,8120,16,129664,129920,256,SASS-inst+;code+
integration.residual.mhc_post_pre_prefill_gram_hidden4096_threads1024,residual.h4096.prefill.bf16_tma|residual.h4096.prefill.bf16_vector|residual.h4096.prefill.tf32_tma,27040623e93dfcd0a4005d8ae26612af4fe7faf0933839aa3c525dd5b21f7777,e856eaa4bcdad5b68d1def00164ddd99baeea866759d303fd6b17f04a65863db,64f79dd46bf9de46070050525f9a630aa7c59bc26f3623fb80dde205787b9126,1024,60,60,0,0-55;57,0-55;57,57,57,0,57,57,0,4-14;16;18;20;22-23,4-14;16;18;20;22-23,16,16,0,23,23,0,0-1,0-3,2,4,2,1,3,2,0-2,0-2,3,3,0,2,2,0,60,60,0,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1360,1360,0,0,0,0,1360,1360,0,1,1,0,1024,1024,0,880,864,-16,14080,13824,-256,P+;reg-set-change
integration.residual.mhc_post_pre_prefill_gram_hidden7168_threads1024,residual.h7168.prefill.bf16_tma|residual.h7168.prefill.bf16_vector|residual.h7168.prefill.tf32_tma,65b7112820fc1b90ae9404b8d79104fb40e8b5cfc0a7d69cd0429796d6417123,6e6673594b26a356a89f3f991c4f7b62af16387b0b9d84c0b0c905539958e986,64f79dd46bf9de46070050525f9a630aa7c59bc26f3623fb80dde205787b9126,1024,64,64,0,0-61,0-61,62,62,0,61,61,0,4-10;12;14;16;18-19,4-8;10;12;14;16;18-19,12,11,-1,19,19,0,0-1,0-3,2,4,2,1,3,2,0-1,0-1,2,2,0,1,1,0,64,64,0,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1360,1360,0,0,0,0,1360,1360,0,1,1,0,1024,1024,0,1072,1056,-16,17152,16896,-256,P+;reg-set-change
integration.residual.mhc_post_pre_prefill_partial_hidden4096_threads512,residual.h4096.prefill.compact,e4695fe84c9f8da938c967b071c57b6e6e957b4026e1c8412d13ee3ed9e9197c,c8cd21c225b02de5ea31ab2c5898fb2a8d33b685bf6cc54e3f8372acce4e617e,d1c0f97905b27439e1b2ee93d90a3073d89afdb1b8723c218d5230d1a81ac05e,512,96,128,32,0-83;85;87;89;91;93,0-125,89,126,37,93,125,32,4-18;20-25,4-18;20-25,21,21,0,25,25,0,0-1,0-1,2,2,0,1,1,0,0,0,1,1,0,0,0,0,96,128,32,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,2240,2240,0,0,0,0,2240,2240,0,1,1,0,512,512,0,3560,3560,0,56960,56960,0,GPR+;R+;reg-set-change
integration.residual.mhc_post_pre_prefill_partial_hidden7168_threads512,residual.h7168.prefill.compact,d26e69a632fc33843b7f6da1167605b844138bad91c830792a0d934545f70e29,7b692e3c3e6e2d86dec5a2718558c83e9c767f7eaf822dcdc41ec50307e29fcf,d1c0f97905b27439e1b2ee93d90a3073d89afdb1b8723c218d5230d1a81ac05e,512,96,128,32,0-81;83;85;87;89;91;93,0-125,88,126,38,93,125,32,4-18;20-25,4-18;20-25,21,21,0,25,25,0,0-1,0-1,2,2,0,1,1,0,0,0,1,1,0,0,0,0,96,128,32,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,2240,2240,0,0,0,0,2240,2240,0,1,1,0,512,512,0,5320,5320,0,85120,85120,0,GPR+;R+;reg-set-change
integration.residual.mhc_pre_partial_hidden4096_hctile128_all4,residual.h4096.decode.pre,e45dd0932e0b37e0f3ed2397e2d0130a1926385b8a5c46d0cd9252868bc88599,e38e74c4abce5f132c8071212b6ae0582e08940a349a129d798e93a25e7fac92,fecf13fe0d3ba4c0079579727b7f3f974ec57c18d2558cacbe6f9550523431b9,128,40,40,0,0-35;37,0-35;37,37,37,0,37,37,0,4-8;10-11,4-8;10-11,7,7,0,11,11,0,0-2,0-2,3,3,0,2,2,0,,,0,0,0,-1,-1,0,40,40,0,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,224,224,0,0,0,0,224,224,0,12,12,0,1536,1536,0,304,312,8,4864,4992,128,SASS-inst+;code+
integration.residual.mhc_pre_partial_hidden7168_hctile128_all4,residual.h7168.decode.pre,36bff66ea2b3c32e81902fdc6cd1121cb9e13e23f3e6d76a70c259a07d80d59b,2403660ec6437a42f6ddfd3ab492c85a56b9597a30a7843246d765744604131d,fecf13fe0d3ba4c0079579727b7f3f974ec57c18d2558cacbe6f9550523431b9,128,40,40,0,0-35;37,0-35;37,37,37,0,37,37,0,4-8;10-11,4-8;10-11,7,7,0,11,11,0,0-2,0-2,3,3,0,2,2,0,,,0,0,0,-1,-1,0,40,40,0,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,224,224,0,0,0,0,224,224,0,12,12,0,1536,1536,0,304,312,8,4864,4992,128,SASS-inst+;code+
integration.residual.mhc_prefill_bf16_project_hidden4096_m16_n8,residual.h4096.prefill.bf16_vector,3c0c644ee75d359e10e7c70de982fc32a412f9baa4fb22ad5f0f8cfad1533b3c,eebaaed6e09c626c3488e22ecc2d284d614faaf28680f14c03ec282c00e56010,866c64d49b3f1fcf1da874ef7cdca0b48ba7470160d45fc4c4663d8f6d91a7e2,32,28,28,0,0-25,0-25,26,26,0,25,25,0,4-6;8-9,4-6;8-9,5,5,0,9,9,0,0-3,0-3,4,4,0,3,3,0,,,0,0,0,-1,-1,0,28,28,0,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,512,512,0,0,0,0,512,512,0,24,24,0,768,768,0,31856,32880,1024,509696,526080,16384,SASS-inst+;code+
integration.residual.mhc_prefill_bf16_project_hidden7168_m16_n8,residual.h7168.prefill.bf16_vector,748e7d037719d9df4b9c0496c9653de6b3c421ec78f6bde67eb97a0d9b349d37,c2b2f91ebd763ce1dd86df28b9d523bf5a1f368a62db6b6823e5019fbe7f4d08,851f289d322291c3ad9f44770860e1ea1df4b7f6ea3e836f802aad406d5dba81,32,31,31,0,0-28,0-28,29,29,0,28,28,0,4-6;8-9,4-6;8-9,5,5,0,9,9,0,0-3,0-3,4,4,0,3,3,0,,,0,0,0,-1,-1,0,31,31,0,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,512,512,0,0,0,0,512,512,0,24,24,0,768,768,0,51056,52848,1792,816896,845568,28672,SASS-inst+;code+
integration.residual.mhc_prefill_bf16_project_tma_hidden4096_m128_n16,residual.h4096.prefill.bf16_tma,919332856998a152b758138e7f13cb9504cd39b10c4e1791c4f460fc55de2601,42cea4cdf014eababfaf107f7987891d4960ee8786f3f89571269ff4e4a089aa,93ea99f4b4de3789bb291c1c92963ac0336d4389a044019457cda19c09a738d6,288,39,40,1,0-14;16;18;20-36,0-10;12-18;20;22;24-37,34,34,0,36,37,1,4-23,4-19,20,16,-4,23,19,-4,0-6,0-6,7,7,0,6,6,0,,,0,0,0,-1,-1,0,39,40,1,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,56320,56320,0,0,0,0,56320,56320,0,1,1,0,288,288,0,15360,13680,-1680,245760,218880,-26880,GPR+;R+;reg-set-change
integration.residual.mhc_prefill_bf16_project_tma_hidden7168_m128_n16,residual.h7168.prefill.bf16_tma,fd7c3bca8cf76beed085056198c638ea924227553e7bb661eb1412b1a20bea81,43f37b1342f87fb4eedfa4c7d2c47b086210cd470e879fe7c6b14ac262975d44,1861ff3004a6be1baef3199f129dd44591203664256dea869cfd32123941032d,288,39,40,1,0-14;16;18;20-36,0-10;12-18;20;22;24-37,34,34,0,36,37,1,4-23,4-19,20,16,-4,23,19,-4,0-6,0-6,7,7,0,6,6,0,,,0,0,0,-1,-1,0,39,40,1,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,56320,56320,0,0,0,0,56320,56320,0,1,1,0,288,288,0,26688,23728,-2960,427008,379648,-47360,GPR+;R+;reg-set-change
integration.residual.mhc_prefill_tf32_project_tma_hidden4096_m16_n8,residual.h4096.prefill.tf32_tma,40ea1bbd3b9f1feab1d34acb69494e8778d06c84b650ecedaac33ec5a24c1935,bc4fa20107e3535c5352fd479ad6c460f6763d12fa0f3e056b435f3937519c6a,46545979bd221341ca24f043d3fbf0902f8ddc0c3dcc67c2027285f7a8b34c28,64,216,219,3,0-213,0-216,214,217,3,213,216,3,4-44;46;48;50;52;54;56;58,4-52;54;56;58;60;62;64;66;68;70;72;74;76,48,61,13,58,76,18,0-2,0-1,3,2,-1,2,1,-1,0,0,1,1,0,0,0,0,216,219,3,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,17408,17408,0,0,0,0,17408,17408,0,4,4,0,256,256,0,1224,1240,16,19584,19840,256,GPR+;R+;UR+;reg-set-change;SASS-inst+;code+
integration.residual.mhc_prefill_tf32_project_tma_hidden7168_m16_n8,residual.h7168.prefill.tf32_tma,8fa4f5b4c4812ff76bc881d4cf4103b43e14dda1b78d69b335ad32cadcb8f7a5,2a31952b15b26bb9fb539474564ef582e59a670410d30e02b8e65a61043e433a,d7968e5a1369fc387e4cdef24547079b717622b36857453888d307ff8b6debe3,64,216,215,-1,0-213,0-212,214,213,-1,213,212,-1,4-44;46;48;50;52;54;56;58,4-16;18;20-44;46;48;50;52;54;56;58;60,48,47,-1,58,60,2,0-2,0-1,3,2,-1,2,1,-1,0,0,1,1,0,0,0,0,216,215,-1,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,17408,17408,0,0,0,0,17408,17408,0,4,4,0,256,256,0,1224,1232,8,19584,19712,128,UR+;reg-set-change;SASS-inst+;code+
integration.tp_moe.dynamic,moe.dynamic,0bc508dbd1653bc3e566d299b82587caa85c1c5c1c320e70edf24831724f9d02,01edf2e1a002d211a6f59e9f14df581ce125941900f4b421186fed56439f456a,c2f62c4a0628647a0b705addfafddae756ddb2b48d67bf2cd4764662866fdfe6,288,168,168,0,0-165,0-165,166,166,0,165,165,0,4;6-14;16-22;24;26;28-30;32-35;79,4-6;8-24;26;28;79,27,23,-4,79,79,0,0-6,0-6,7,7,0,6,6,0,0-2,0-2,3,3,0,2,2,0,168,168,0,D:|A:,D:|A:,304,336,32,304,336,32,145,133,-12,107,104,-3,true,true,75776,75776,0,0,0,0,75776,75776,0,1,1,0,288,288,0,6376,6288,-88,102016,100608,-1408,reg-set-change;frame+;stack+;local+;local-current
integration.tp_moe.dynamic,w4a8.materialized.silu.mx.m4096,155c03993f48e837eff1d8c8016fb88acdd1e7e940e0634140a3fdcad9a5ef27,4e30bc397c71aa3ecc254308d06d5414038d2b030a33a25fcc743d65bbb3ed07,66266928659063d3db5eb87812fcd5ef9d2e9851903dbb76c6cd5a6292d469ee,320,47,47,0,0-44,0-44,45,45,0,44,44,0,4-10;12;14;16,4-10;12;14;16;18;20,10,12,2,16,20,4,0-5,0-5,6,6,0,5,5,0,0-1,0-1,2,2,0,1,1,0,47,47,0,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,61440,61440,0,0,0,0,61440,61440,0,1,1,0,320,320,0,1088,1088,0,17408,17408,0,UR+;reg-set-change
integration.tp_moe.dynamic,w4a8.materialized.silu.mx.m4096,155c03993f48e837eff1d8c8016fb88acdd1e7e940e0634140a3fdcad9a5ef27,4e30bc397c71aa3ecc254308d06d5414038d2b030a33a25fcc743d65bbb3ed07,c773afc3bc976b30196639d847c4e045be9d753a87f9b525ed3e87c69f93c56d,128,236,232,-4,0-228;230-233,0-229,233,230,-3,233,229,-4,4-10;12-14;16-19,4-12;14;16;18-19,14,13,-1,19,19,0,0-2,0-2,3,3,0,2,2,0,0,0,1,1,0,0,0,0,236,232,-4,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,35840,35840,0,0,0,0,35840,35840,0,2,2,0,256,256,0,2192,2248,56,35072,35968,896,reg-set-change;SASS-inst+;code+
integration.tp_moe.dynamic,w4a8.materialized.silu.mx.m4096,155c03993f48e837eff1d8c8016fb88acdd1e7e940e0634140a3fdcad9a5ef27,4e30bc397c71aa3ecc254308d06d5414038d2b030a33a25fcc743d65bbb3ed07,63ff75867d441715a42149474a9c31680bedab4a116f1550218ec3c1e9908f90,128,168,168,0,0-150;152;154;156;158-165,0-152;154-165,162,165,3,165,165,0,4-8;10-13,4-6;8-13,9,9,0,13,13,0,0-6,0-6,7,7,0,6,6,0,0,0,1,1,0,0,0,0,168,168,0,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,34816,34816,0,0,0,0,34816,34816,0,2,2,0,256,256,0,1144,1200,56,18304,19200,896,R+;reg-set-change;SASS-inst+;code+
integration.tp_moe.dynamic,,0f5e33348887f5cf904ce38a4e33871b7a2e951d3cd63655a5dd2a82021c68d5,514425ce04a400bbc91d8adb5fab166486efa23841817f49ecc0d57dc08629a0,66266928659063d3db5eb87812fcd5ef9d2e9851903dbb76c6cd5a6292d469ee,320,46,47,1,0-43,0-44,44,45,1,43,44,1,4-10;12;14;16,4-10;12;14;16;18;20,10,12,2,16,20,4,0-4,0-6,5,7,2,4,6,2,0-1,0-1,2,2,0,1,1,0,46,47,1,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,61440,61440,0,0,0,0,61440,61440,0,1,1,0,320,320,0,1080,1072,-8,17280,17152,-128,GPR+;R+;UR+;P+;reg-set-change
integration.tp_moe.dynamic,,0f5e33348887f5cf904ce38a4e33871b7a2e951d3cd63655a5dd2a82021c68d5,514425ce04a400bbc91d8adb5fab166486efa23841817f49ecc0d57dc08629a0,c773afc3bc976b30196639d847c4e045be9d753a87f9b525ed3e87c69f93c56d,128,236,232,-4,0-228;230-233,0-229,233,230,-3,233,229,-4,4-10;12-14;16-19,4-12;14;16;18-19,14,13,-1,19,19,0,0-5,0-5,6,6,0,5,5,0,0,0,1,1,0,0,0,0,236,232,-4,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,35840,35840,0,0,0,0,35840,35840,0,2,2,0,256,256,0,2256,2304,48,36096,36864,768,reg-set-change;SASS-inst+;code+
integration.tp_moe.dynamic,,0f5e33348887f5cf904ce38a4e33871b7a2e951d3cd63655a5dd2a82021c68d5,514425ce04a400bbc91d8adb5fab166486efa23841817f49ecc0d57dc08629a0,63ff75867d441715a42149474a9c31680bedab4a116f1550218ec3c1e9908f90,128,168,168,0,0-150;152;154;156;158-165,0-152;154-165,162,165,3,165,165,0,4-8;10-13,4-6;8-13,9,9,0,13,13,0,0-6,0-6,7,7,0,6,6,0,0,0,1,1,0,0,0,0,168,168,0,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,34816,34816,0,0,0,0,34816,34816,0,2,2,0,256,256,0,1056,1072,16,16896,17152,256,R+;reg-set-change;SASS-inst+;code+
integration.tp_moe.micro_direct,moe.micro,9410c16b77c3f5eaa4a4a3b2635de5cb2021ca0d69cd9a572d7a0a1eacb3b071,50e92c2480de1001af2c0ad2641df01ab0e2786ff4b08a64f861019d33ceee59,b2cba51394ef95b5186ecaf964e5512b6a8b8c85146aa3f81ec0c65c5f468d57,512,78,78,0,0-70;72-75,0-70;72-75,75,75,0,75,75,0,4-8;10-13,4-8;10-13,9,9,0,13,13,0,0-6,0-6,7,7,0,6,6,0,0,0,1,1,0,0,0,0,78,78,0,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,0,0,0,1168,1168,0,1168,1168,0,1,1,0,512,512,0,1952,1968,16,31232,31488,256,SASS-inst+;code+
integration.tp_moe.tiny_decode,moe.tiny_decode,d62452570aa283a5fceda983147c4cfd2d8240f20d60e6886f61b644e1d735b7,e1e5981963a6a7dede947266e40e2993e4910a88b790fb85ae73adad08549ca8,c8555b892d675bc77fa75eab593d1bbe384a44b4f80e834c91419b0b6173a2c8,256,69,69,0,0-54;56-66,0-54;56-66,66,66,0,66,66,0,4;6,4;6,2,2,0,6,6,0,0-6,0-6,7,7,0,6,6,0,,,0,0,0,-1,-1,0,69,69,0,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,0,0,0,0,0,0,0,0,0,3,3,0,768,768,0,2696,2696,0,43136,43136,0,
integration.tp_moe.tiny_decode,moe.tiny_decode,a907a087fca9ba405e4a11fe532d6b30d17088ddb6a599e58df6e049ee152738,76cd339b1c94e68aacfdc5953c600337e7a281ab1ac66b8f33eefd3a8763e0ef,38ec82d70f33299a4641a09f5055b65478abf0cded0923d091dd5a2dd70d95ba,256,64,58,-6,0-61,0-55,62,56,-6,61,55,-6,4;6,4;6,2,2,0,6,6,0,0-6,0-6,7,7,0,6,6,0,,,0,0,0,-1,-1,0,64,58,-6,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,0,0,0,0,0,0,0,0,0,4,4,0,1024,1024,0,1672,1704,32,26752,27264,512,reg-set-change;SASS-inst+;code+
moe.w4a16.activation,w4a16.activation,d7057b95bebd4c3777454df81999069cc1d549a7342c1bd6a3380f9eec6f5db3,a13134de637c55dafc82542a5cc3f37e0991c6f1bdb9bce4e6bc413570447d23,2a49eeacb03f4ab3fb434b814d82a3ef6ce017017f0501171d0b62873ac638f0,256,16,16,0,0-13,0-13,14,14,0,13,13,0,4,4,1,1,0,4,4,0,0-2,0-2,3,3,0,2,2,0,,,0,0,0,-1,-1,0,16,16,0,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,0,0,0,0,0,0,0,0,0,6,6,0,1536,1536,0,168,168,0,2688,2688,0,
moe.w4a16.fused_moe,w4a16.e8m0_k32,c6c90a87ade34226d28706912bbbf382b24514885d4041d7f26a916328cdf719,962ff3b339b5fde921799e93ad959924b4862dc7b81153cd70184a59754a6788,ced424f277b35009e102c2b9609325292248a97e416c49f7506e90d17824a9cb,256,90,90,0,0-85;87,0-85;87,87,87,0,87,87,0,4-8;10,4-8,6,5,-1,10,8,-2,0-6,0-6,7,7,0,6,6,0,,,0,0,0,-1,-1,0,90,90,0,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,52224,52224,0,0,0,0,52224,52224,0,1,1,0,256,256,0,1672,1664,-8,26752,26624,-128,reg-set-change
moe.w4a16.fused_moe,w4a16.fused,ccfeba5ceedeac848bf224e8508f28a9ef6a90f1e53d10f9dc8812f38745c415,89fba2de6449ba15151b83f3ac16ecd81b0ff5d9bd0a2d0286b27f2304758d5c,6de3223dc36a6a8c230e231582e98e74fa04c2cd07bb76fdbb8b7e589a6432b8,256,94,94,0,0-89;91,0-89;91,91,91,0,91,91,0,4-8,4-10,5,7,2,8,10,2,0-6,0-6,7,7,0,6,6,0,,,0,0,0,-1,-1,0,94,94,0,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,54272,54272,0,0,0,0,54272,54272,0,1,1,0,256,256,0,1920,1912,-8,30720,30592,-128,UR+;reg-set-change
moe.w4a16.fused_moe,w4a16.nf3,c47d26c28d20b4277c659b18a9eb678300c06de7c945e41cc4575097c3ef509e,49cc10ed0f4fbe9290e942a4cc51f5ff85c58fc404f00c3918318005a476cfe1,5582b4e3f458068a622a770e30c5ad1af8f1a671201406005c2b2431b6d7d617,128,240,237,-3,0-224;226;228-237,0-222;224;226-232;234,236,232,-4,237,234,-3,4-10;12,4-10;12,8,8,0,12,12,0,0-6,0-6,7,7,0,6,6,0,0,,1,0,-1,0,-1,-1,240,237,-3,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,52224,52224,0,0,0,0,52224,52224,0,1,1,0,128,128,0,6072,5936,-136,97152,94976,-2176,reg-set-change
moe.w4a16.fused_moe,w4a16.prefill.m8192|w4a16.prefill.m16384|w4a16.prefill.m24576|w4a16.prefill.m32768,367125735a16899e06b2fd95e69591044c9cb51405511862e0efd6f59ffa6cc0,626995c76bed8a91eb2864e626ba72a9c8b0faae6716b142c431e91428b41d1c,9fa2161b39091f81ae24035c69dc4ca5766acacfc444ccef287bf6af0af1c825,128,244,239,-5,0-236;238-241,0-230;232;234-236,241,235,-6,241,236,-5,4-10;12-13,4-10,9,7,-2,13,10,-3,0-6,0-6,7,7,0,6,6,0,0-1,0,2,1,-1,1,0,-1,244,239,-5,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,84992,84992,0,0,0,0,84992,84992,0,1,1,0,128,128,0,7448,7232,-216,119168,115712,-3456,reg-set-change
