family,specialization,compile_spec_hash,comparison_semantic_key,symbol_sha256,threads_per_cta,gpr_452,gpr_460,gpr_delta,r_set_452,r_set_460,r_count_452,r_count_460,r_count_delta,r_max_452,r_max_460,r_max_delta,ur_set_452,ur_set_460,ur_count_452,ur_count_460,ur_count_delta,ur_max_452,ur_max_460,ur_max_delta,p_set_452,p_set_460,p_count_452,p_count_460,p_count_delta,p_max_452,p_max_460,p_max_delta,up_set_452,up_set_460,up_count_452,up_count_460,up_count_delta,up_max_452,up_max_460,up_max_delta,effective_ceiling_452,effective_ceiling_460,effective_ceiling_delta,reconfig_452,reconfig_460,frame_bytes_452,frame_bytes_460,frame_bytes_delta,stack_bytes_452,stack_bytes_460,stack_bytes_delta,ldl_452,ldl_460,ldl_delta,stl_452,stl_460,stl_delta,local_452,local_460,dynamic_smem_bytes_452,dynamic_smem_bytes_460,dynamic_smem_bytes_delta,static_smem_bytes_452,static_smem_bytes_460,static_smem_bytes_delta,total_smem_bytes_452,total_smem_bytes_460,total_smem_bytes_delta,active_ctas_per_sm_452,active_ctas_per_sm_460,active_ctas_per_sm_delta,active_threads_per_sm_452,active_threads_per_sm_460,active_threads_per_sm_delta,sass_instructions_452,sass_instructions_460,sass_instructions_delta,code_bytes_452,code_bytes_460,code_bytes_delta,flags
moe.w4a16.fused_moe,w4a16.decode.m8|w4a16.decode.m23|w4a16.decode.m33|w4a16.decode.m80,768ad70185a1a96c0e1774e2c4f99e8848c95c4401a21e9a1e6d3d99bc2b2254,e42e0cfb412ea6d9b331f935bcdb0ab4c4a1a0baedee7e363682b5710c757a3c,9fa2161b39091f81ae24035c69dc4ca5766acacfc444ccef287bf6af0af1c825,128,116,116,0,0-113,0-113,114,114,0,113,113,0,4-8;10,4-8;10,6,6,0,10,10,0,0-6,0-6,7,7,0,6,6,0,0,0,1,1,0,0,0,0,116,116,0,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,35840,35840,0,0,0,0,35840,35840,0,2,2,0,256,256,0,3904,3888,-16,62464,62208,-256,
moe.w4a16.fused_moe,w4a16.decode.m1|w4a16.decode.m2|w4a16.decode.m4,a815e88a72ceadacf397843229aae2b9e195def107ba3cc25b50bca88d25100d,f2ce38e8813bd615aa963053acaf52b42abccb06fc76699455504de3d1aa25dc,9fa2161b39091f81ae24035c69dc4ca5766acacfc444ccef287bf6af0af1c825,128,109,110,1,0-106,0-107,107,108,1,106,107,1,4-8,4-8,5,5,0,8,8,0,0-6,0-6,7,7,0,6,6,0,0,0,1,1,0,0,0,0,109,110,1,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,35840,35840,0,0,0,0,35840,35840,0,2,2,0,256,256,0,3792,3792,0,60672,60672,0,GPR+;R+;reg-set-change
moe.w4a16.gemm,w4a16.gemm,b8786f12e68d95b6436c8619812a07db2cb6f6f39dd727c85cee3415cd5df81c,78bf6e6dc60603a0b381eff6a44525e38e9fb614c2cfeaf171e9f0c233c701cb,9bc42bc82f3a3fb33f82f5de5ab4fa384ea126b98e3e257eae157b44926fcca6,128,234,238,4,0-231,0-232;234-235,232,235,3,231,235,4,4-28,4-18;20,25,16,-9,28,20,-8,0-6,0-6,7,7,0,6,6,0,0-3,0,4,1,-3,3,0,-3,234,238,4,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,53248,53248,0,0,0,0,53248,53248,0,1,1,0,128,128,0,3232,3208,-24,51712,51328,-384,GPR+;R+;reg-set-change
moe.w4a16.small_m_direct,w4a16.native_small_m,5f2f4d1dc21b086d371315981ac5b5229deefa0bad4ce1dbdfb921faaef6a1d5,19232c838124bb9c80d4d7551a21d8e9b3b1d350c36de46941daaf6920b57e8a,dfd2d0d2e163a2f66fd812fb1e97454e6fe9e9d697d6bb990acfd012206da20a,512,78,78,0,0-75,0-75,76,76,0,75,75,0,4-6;8-10;12,4-6;8-10;12,7,7,0,12,12,0,0-6,0-6,7,7,0,6,6,0,,,0,0,0,-1,-1,0,78,78,0,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,0,0,0,388,388,0,388,388,0,1,1,0,512,512,0,1104,1136,32,17664,18176,512,SASS-inst+;code+
moe.w4a16.topk_sum,w4a16.e8m0_k32,4622cf1512d6a83ed3233c7fa5254e2544067f673c3b608d197388ba9c06845a,5a5934b35c7744e0d56620403db0b51e7906832d2467ff2612b4f0350606fd7c,0ae8ea2d10db2c489ca7696be611376788534c9ca61f5cfd32419b3d787aa8a9,256,12,12,0,0-2;4-7;9,0-2;4-7;9,8,8,0,9,9,0,4,4,1,1,0,4,4,0,0,0,1,1,0,0,0,0,,,0,0,0,-1,-1,0,12,12,0,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,0,0,0,0,0,0,0,0,0,6,6,0,1536,1536,0,48,48,0,768,768,0,
moe.w4a16.topk_sum,,eeab3ca7a4bab83be23dcae80496c09f625b0d149a522ae8618d426fbedd92f8,b2e9875b484221f6650ee5134bab2880bffc947edd20db9fab6c6cd2e2735cfd,0ae8ea2d10db2c489ca7696be611376788534c9ca61f5cfd32419b3d787aa8a9,256,14,14,0,0-2;4-11,0-2;4-11,11,11,0,11,11,0,4,4,1,1,0,4,4,0,0,0,1,1,0,0,0,0,,,0,0,0,-1,-1,0,14,14,0,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,0,0,0,0,0,0,0,0,0,6,6,0,1536,1536,0,48,48,0,768,768,0,
moe.w4a16.topk_sum,w4a16.topk,26becba919aca623e3334925af43ccaa22df81301f202f840561c942fa700a34,23ffd035a0c4331f973a612a77fd49de9b4c0074c951d0e89d27e2d61ddb9a72,0ae8ea2d10db2c489ca7696be611376788534c9ca61f5cfd32419b3d787aa8a9,256,15,15,0,0-12,0-12,13,13,0,12,12,0,4,4,1,1,0,4,4,0,0,0,1,1,0,0,0,0,,,0,0,0,-1,-1,0,15,15,0,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,0,0,0,0,0,0,0,0,0,6,6,0,1536,1536,0,56,56,0,896,896,0,
moe.w4a16.topk_sum,w4a16.nf3,bd131c15ae0a2a1d752f421ab9a9edf6e931244faa10942d7cd2b6a733ea28e9,6009d91fee2652a21627cac0e5e28d6ef39579161f0e2b95207ee9ebf699ca8c,0ae8ea2d10db2c489ca7696be611376788534c9ca61f5cfd32419b3d787aa8a9,256,15,15,0,0-12,0-12,13,13,0,12,12,0,4,4,1,1,0,4,4,0,0,0,1,1,0,0,0,0,,,0,0,0,-1,-1,0,15,15,0,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,0,0,0,0,0,0,0,0,0,6,6,0,1536,1536,0,64,64,0,1024,1024,0,
quantization.bf16_to_fp4_tma,,84a7bbff4305053fb84b2f48be375f7d4de99f81ef66f2be92a239fe6116d1c9,cc39138af8f01d543cc034b1c31631a315ff71d943ece1f048a984021d170b00,f536149a31d44fc2e31e96f848490c4e9bd87184f3a9659fd051b7b2620ceb30,128,44,42,-2,0-8;10-41,0-8;10-39,41,39,-2,41,39,-2,4-10;12,4;6;8-10,8,5,-3,12,10,-2,0-3,0-3,4,4,0,3,3,0,,,0,0,0,-1,-1,0,44,42,-2,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,9216,9216,0,0,0,0,9216,9216,0,10,10,0,1280,1280,0,400,400,0,6400,6400,0,reg-set-change
quantization.bf16_to_fp4_tma,,5a07c5daebba9c05be9230dc98b243f627efdeff71504c5a1ecda1bf09519c1b,ad54e5a22543a66ff4a48382beadaf34f1cba147d1558c5dd72f6c93ed174ac5,6d7cb5f4841131449687371b36fab4316b0bc533f76cc1d27528760f0de90df2,128,49,48,-1,0-46,0-45,47,46,-1,46,45,-1,4-14;16;18;20,4-14;16;18,14,13,-1,20,18,-2,0-3,0-3,4,4,0,3,3,0,0,0,1,1,0,0,0,0,49,48,-1,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,9216,9216,0,0,0,0,9216,9216,0,9,10,1,1152,1280,128,432,440,8,6912,7040,128,reg-set-change;SASS-inst+;code+
quantization.bf16_to_fp4_tma,,4094bcbbd9e59ac264f4c6818e03a6f675616e9f97f4994daa22e7d33b7903ea,581cc3f190af0281a05f097a15ad7c6daf5def68b544baf612005e04f8453f89,028c24edf4c7cb0351c8a14f01a8e9977e822ce949e7eb9757c43f4aee41c213,128,47,45,-2,0-44,0-42,45,43,-2,44,42,-2,4-10;12;14;16,4-8;10-12,10,8,-2,16,12,-4,0-3,0-3,4,4,0,3,3,0,0,0,1,1,0,0,0,0,47,45,-2,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,9216,9216,0,0,0,0,9216,9216,0,10,10,0,1280,1280,0,440,440,0,7040,7040,0,reg-set-change
quantization.bf16_to_fp4_tma,,2f9e26c24746c819a2f2397968cb7285fc80e4c6e4547461de1a3527ba2b167b,02efeec4ff9a4ccb0e12a948e1a3ec7a156982b364d3d8bb0c4e86815dd630ac,7585cb781812d24b81155a2c807376b7b91d8792a29dfd76c22bfa2e9936d532,128,47,45,-2,0-44,0-42,45,43,-2,44,42,-2,4-10;12;14;16,4-10;12,10,8,-2,16,12,-4,0-3,0-3,4,4,0,3,3,0,0,0,1,1,0,0,0,0,47,45,-2,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,9216,9216,0,0,0,0,9216,9216,0,10,10,0,1280,1280,0,440,440,0,7040,7040,0,reg-set-change
quantization.bf16_to_fp4_tma,,21fc81d4ff91d5cbffaf144d8fdcae4e2ffb039b719cffcf3a36d58f38b503f2,b0bf1f1db92603363d92dcfa8316e453abe05ea4c5caf8532b0451cc908e67b9,f69cbbca0926629a4f3ecf7f40721e36e71127246511e2f2ec5bc14671c4d227,128,47,44,-3,0-44,0-41,45,42,-3,44,41,-3,4-12;14,4-8;10-12,10,8,-2,14,12,-2,0-3,0-3,4,4,0,3,3,0,0,0,1,1,0,0,0,0,47,44,-3,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,9216,9216,0,0,0,0,9216,9216,0,10,10,0,1280,1280,0,440,440,0,7040,7040,0,reg-set-change
quantization.bf16_to_fp4_tma,,7a5ff1380d7b1554ca593266cbafdc493b8d50179d164d31a4b0d01dc5fde60f,001251807e43967f4172f4ac8f64d50402d8e13187e998cd9cae4940e361694b,736496f9f841bae7b0a42710c8af5510ab7836b698aca761eedea281cea9044b,128,47,44,-3,0-44,0-41,45,42,-3,44,41,-3,4-12;14,4-8;10-12,10,8,-2,14,12,-2,0-3,0-3,4,4,0,3,3,0,0,0,1,1,0,0,0,0,47,44,-3,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,9216,9216,0,0,0,0,9216,9216,0,10,10,0,1280,1280,0,440,440,0,7040,7040,0,reg-set-change
quantization.bf16_to_fp4_tma,,7a3daa260f6e48045c70ee024279b03c67c1f76d733d2a128dfc9020c697a85b,0068af734e827a655f60facb6896355e1d65fa035c57eb313f042ef55ac03ad9,6efa4ebb1025e660299817a9ecb668663bf36ece407cd6b138cc7af7daa00d95,128,47,44,-3,0-44,0-41,45,42,-3,44,41,-3,4-12;14,4-12,10,9,-1,14,12,-2,0-3,0-3,4,4,0,3,3,0,0,0,1,1,0,0,0,0,47,44,-3,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,9216,9216,0,0,0,0,9216,9216,0,10,10,0,1280,1280,0,448,440,-8,7168,7040,-128,reg-set-change
tests.w4a8_dynamic.direct,w4a8.direct.relu2.mx.m128,14270be0f6bbfc4a445c1664152780cb6b6b9540d0f5796513a0ab28ea42062f,8e4d048c23de9c55e700c394cbc841f861f575750ff27b8c76918d63a69feea6,0d67b45bda6a1e903d2fd8f2ba6063451c210f4fc6859cac56ddc895abb53982,192,255,255,0,0-252,0-252,253,253,0,252,252,0,4-12;14,4-14;16;18,10,13,3,14,18,4,0-6,0-6,7,7,0,6,6,0,0-1,0-1,2,2,0,1,1,0,255,255,0,D:|A:,D:|A:,32,8,-24,32,8,-24,16,2,-14,9,2,-7,true,true,92160,92160,0,0,0,0,92160,92160,0,1,1,0,192,192,0,6768,6632,-136,108288,106112,-2176,UR+;reg-set-change;local-current;ceiling-255
tests.w4a8_dynamic.direct,w4a8.direct.relu2.mx.m16,658acbfdfca0f141b8f70b79a036c48741fd03c39574fdc66c7100812813892e,12251e6b043b2e4b07dc3b4e4109079117f36392921caca60177ebe71d056b97,0d67b45bda6a1e903d2fd8f2ba6063451c210f4fc6859cac56ddc895abb53982,192,123,125,2,0-120,0-110;112;114;116;118;120;122,121,117,-4,120,122,2,4-14;16;18;20;79,4-14;16;18;79,15,14,-1,79,79,0,0-5,0-5,6,6,0,5,5,0,0-3,0-1,4,2,-2,3,1,-2,123,125,2,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,62464,62464,0,0,0,0,62464,62464,0,1,1,0,192,192,0,3224,3224,0,51584,51584,0,GPR+;R+;reg-set-change
tests.w4a8_dynamic.direct,w4a8.direct.relu2.mx.m32,15be7d426c2eba52fa2d012caf9c4745a3d49cea46e92ef379375b6a103f0a10,a6895b9826fe836655b85813eb26b239c1db950104a2133ae56f933efb8ba84d,0d67b45bda6a1e903d2fd8f2ba6063451c210f4fc6859cac56ddc895abb53982,192,168,167,-1,0-159;161;163;165,0-158;160;162;164,163,162,-1,165,164,-1,4-14;16;18;20;79,4-16;18;20;79,15,16,1,79,79,0,0-6,0-5,7,6,-1,6,5,-1,0-3,0-1,4,2,-2,3,1,-2,168,167,-1,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,66560,66560,0,0,0,0,66560,66560,0,1,1,0,192,192,0,3760,3752,-8,60160,60032,-128,UR+;reg-set-change
tests.w4a8_dynamic.direct,w4a8.direct.relu2.mx.m64|w4a8.packed_prefill.relu2.mx.m4096,57c3e1dc16841ebd7a6c72d150d2127215193f6450d8631752c74227c20b533c,42408f0bd46f309fe8eac39d351ad7671b7d0e293459ca4b48a2ce7a97d71b49,0d67b45bda6a1e903d2fd8f2ba6063451c210f4fc6859cac56ddc895abb53982,320,168,160,-8,0-165,0-155;157,166,157,-9,165,157,-8,4-12;14,4-14;16;18,10,13,3,14,18,4,0-6,0-5,7,6,-1,6,5,-1,0-1,0-1,2,2,0,1,1,0,168,160,-8,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,76800,76800,0,0,0,0,76800,76800,0,1,1,0,320,320,0,4648,4664,16,74368,74624,256,UR+;reg-set-change;SASS-inst+;code+
tests.w4a8_dynamic.direct,w4a8.direct.silu.mx.m128,9a47588ceccf96921da417e704fa281d5b9cf2a4d436f98c659c48e33717e578,16f8615a9d1f012f9676673c3daa67034e4c256d926d392d5cf4ead5ddb8bd9e,0d67b45bda6a1e903d2fd8f2ba6063451c210f4fc6859cac56ddc895abb53982,192,255,255,0,0-252,0-252,253,253,0,252,252,0,4-12;14,4-14;16;18,10,13,3,14,18,4,0-6,0-6,7,7,0,6,6,0,0-1,0-1,2,2,0,1,1,0,255,255,0,D:|A:,D:|A:,288,288,0,288,288,0,127,151,24,102,50,-52,true,true,92160,92160,0,0,0,0,92160,92160,0,1,1,0,192,192,0,10024,10024,0,160384,160384,0,UR+;reg-set-change;LDL+;local+;local-current;ceiling-255
tests.w4a8_dynamic.direct,w4a8.direct.silu.mx.m16,4b5dd07924f22550c986cba8b1aea1fafb06bd116d41785b283068e8ff2eab43,14f99305789fa03f41bacd90d0465cc9e6790db93da242d255a6b0ab5e4d3bd5,0d67b45bda6a1e903d2fd8f2ba6063451c210f4fc6859cac56ddc895abb53982,192,143,142,-1,0-134;136;138;140,0-139,138,140,2,140,139,-1,4-6;8-12;14;16;18;79,4-12;14;16;18;79,12,13,1,79,79,0,0-6,0-6,7,7,0,6,6,0,0-1,0-1,2,2,0,1,1,0,143,142,-1,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,62464,62464,0,0,0,0,62464,62464,0,1,1,0,192,192,0,3808,3800,-8,60928,60800,-128,R+;UR+;reg-set-change
tests.w4a8_dynamic.direct,w4a8.direct.silu.mx.m32,dd4a5ddbc38b8e39da29b6a026fc9025e795f0d525789d5534ca2347951a0374,657e4b90147058f1e17605a922a613c5cdddfeb145918b6044d13d08d5da6bd4,0d67b45bda6a1e903d2fd8f2ba6063451c210f4fc6859cac56ddc895abb53982,192,168,192,24,0-165,0-189,166,190,24,165,189,24,4-6;8-12;14;16;18;79,4-12;14;16;18;79,12,13,1,79,79,0,0-5,0-6,6,7,1,5,6,1,0-1,0-1,2,2,0,1,1,0,168,192,24,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,66560,66560,0,0,0,0,66560,66560,0,1,1,0,192,192,0,4368,4392,24,69888,70272,384,GPR+;R+;UR+;P+;reg-set-change;SASS-inst+;code+
tests.w4a8_dynamic.direct,w4a8.direct.silu.mx.m64|w4a8.packed_prefill.silu.mx.m4096,d2a3ac9cfb95e8408309ab4c6f20c5fa2407a697fcb78d5f5b2d2cbd8e8c17e9,dfa3debd487f307204ccab642761466c54786a95d2cf1832f373a63e2be1010d,0d67b45bda6a1e903d2fd8f2ba6063451c210f4fc6859cac56ddc895abb53982,320,168,168,0,0-165,0-165,166,166,0,165,165,0,4-12;14,4-14;16;18,10,13,3,14,18,4,0-5,0-5,6,6,0,5,5,0,0-1,0-1,2,2,0,1,1,0,168,168,0,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,76800,76800,0,0,0,0,76800,76800,0,1,1,0,320,320,0,6400,6400,0,102400,102400,0,UR+;reg-set-change
tests.w4a8_dynamic.direct,w4a8.direct.relu2.nvfp4.m128,4775fdec2a6715860a8c341a3fdbb755239f3b5cbd1916c50f32c6dd29eacce3,170fdbf0f4c13455cc542b8e6ad06c5cedad9021eed8d90b8b396d757d52e216,0d67b45bda6a1e903d2fd8f2ba6063451c210f4fc6859cac56ddc895abb53982,192,255,255,0,0-252,0-252,253,253,0,252,252,0,4-8;10-14,4-10;12-16;18,10,13,3,14,18,4,0-6,0-6,7,7,0,6,6,0,0-1,0-1,2,2,0,1,1,0,255,255,0,D:|A:,D:|A:,64,80,16,64,80,16,23,27,4,16,20,4,true,true,92160,92160,0,0,0,0,92160,92160,0,1,1,0,192,192,0,9128,9136,8,146048,146176,128,UR+;reg-set-change;frame+;stack+;LDL+;STL+;local+;SASS-inst+;code+;local-current;ceiling-255
tests.w4a8_dynamic.direct,w4a8.direct.relu2.nvfp4.m16,fe3117b7992b06c11059ba5eafd5aa82ed17f9139d3639e8eae6a775d576fc24,b4903a73f29490ffbbdb078e05f761a30f1a81e4f3bc3dfed7256b78d4914fed,0d67b45bda6a1e903d2fd8f2ba6063451c210f4fc6859cac56ddc895abb53982,192,145,132,-13,0-142,0-127;129,143,129,-14,142,129,-13,4-12;14;16;18;20;79,4-14;16;18;20;79,14,15,1,79,79,0,0-6,0-6,7,7,0,6,6,0,0-3,0-1,4,2,-2,3,1,-2,145,132,-13,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,62464,62464,0,0,0,0,62464,62464,0,1,1,0,192,192,0,4848,4912,64,77568,78592,1024,UR+;reg-set-change;SASS-inst+;code+
tests.w4a8_dynamic.direct,w4a8.direct.relu2.nvfp4.m32,c6131c82cd1a08730a9acd44510b456074180df239b26c7eb0d4dd892a176ac2,bd1f767fa3b3f281ba7bb67ee4f6031b4f83de934ba61397c2f7ed184c06ce23,0d67b45bda6a1e903d2fd8f2ba6063451c210f4fc6859cac56ddc895abb53982,192,165,168,3,0-162,0-163;165,163,165,2,162,165,3,4-14;16;18;20;22;79,4-14;16;18;79,16,14,-2,79,79,0,0-6,0-6,7,7,0,6,6,0,0-3,0-2,4,3,-1,3,2,-1,165,168,3,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,66560,66560,0,0,0,0,66560,66560,0,1,1,0,192,192,0,5416,5416,0,86656,86656,0,GPR+;R+;reg-set-change
tests.w4a8_dynamic.direct,w4a8.direct.relu2.nvfp4.m64|w4a8.packed_prefill.relu2.nvfp4.m4096,6736e4f350402ea568ad2a259cbddf10a3b5a3112179ead84c49b36efbcc0575,e95010053545ce9f98ec1a0ee2273ae25ab2ce116ab26ccfec35b7a89431027f,0d67b45bda6a1e903d2fd8f2ba6063451c210f4fc6859cac56ddc895abb53982,320,168,162,-6,0-165,0-157;159,166,159,-7,165,159,-6,4-10;12-16,4-10;12-16;18,12,13,1,16,18,2,0-6,0-6,7,7,0,6,6,0,0-1,0-1,2,2,0,1,1,0,168,162,-6,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,76800,76800,0,0,0,0,76800,76800,0,1,1,0,320,320,0,6944,6856,-88,111104,109696,-1408,UR+;reg-set-change
tests.w4a8_dynamic.direct,w4a8.direct.silu.nvfp4.m128,8812ad54e4634e75473b083fe3c2f60dc88c91242377edd7d16a35d7c6eb4499,a824dfebaa1926006822e32f640b2d643e586df4ae683e3804bc03c22a0eb0ac,0d67b45bda6a1e903d2fd8f2ba6063451c210f4fc6859cac56ddc895abb53982,192,255,255,0,0-252,0-252,253,253,0,252,252,0,4-8;10-14,4-10;12-16;18,10,13,3,14,18,4,0-6,0-6,7,7,0,6,6,0,0-1,0-1,2,2,0,1,1,0,255,255,0,D:|A:,D:|A:,400,328,-72,400,328,-72,173,186,13,149,66,-83,true,true,92160,92160,0,0,0,0,92160,92160,0,1,1,0,192,192,0,13384,13440,56,214144,215040,896,UR+;reg-set-change;LDL+;local+;SASS-inst+;code+;local-current;ceiling-255
tests.w4a8_dynamic.direct,w4a8.direct.silu.nvfp4.m16,5063efe449a597e0dc19b55d07facb93b817d64a17a44d2a1a93d58f43ca1e18,46834b3a032744ea76b433fe673d41286879e526992e3c77d1b77dd4d9524ad0,0d67b45bda6a1e903d2fd8f2ba6063451c210f4fc6859cac56ddc895abb53982,192,158,155,-3,0-153;155,0-152,155,153,-2,155,152,-3,4-6;8-12;14;16;18;79,4-12;14;16;18;79,12,13,1,79,79,0,0-6,0-6,7,7,0,6,6,0,0-1,0-1,2,2,0,1,1,0,158,155,-3,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,62464,62464,0,0,0,0,62464,62464,0,1,1,0,192,192,0,5216,5208,-8,83456,83328,-128,UR+;reg-set-change
tests.w4a8_dynamic.direct,w4a8.direct.silu.nvfp4.m32,5c0ad71d68f8ce1a9273c59773cf62cdaa9032c399d54448d39c0671507ddcf3,778d2ec81ebe40a56895bf82e0b4faf44f6845e99a177c43e041ffc43b1ac25a,0d67b45bda6a1e903d2fd8f2ba6063451c210f4fc6859cac56ddc895abb53982,192,211,212,1,0-208,0-199;201;203;205;207;209,209,205,-4,208,209,1,4-6;8-12;14;16;18;79,4-12;14;16;18;79,12,13,1,79,79,0,0-6,0-6,7,7,0,6,6,0,0-1,0-1,2,2,0,1,1,0,211,212,1,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,66560,66560,0,0,0,0,66560,66560,0,1,1,0,192,192,0,5872,5888,16,93952,94208,256,GPR+;R+;UR+;reg-set-change;SASS-inst+;code+
tests.w4a8_dynamic.direct,w4a8.direct.silu.nvfp4.m64|w4a8.packed_prefill.silu.nvfp4.m4096,35079e7b7166189be4b307e31ac4079ac21a527b64a65d2f70208800ca965075,ec256a7ef70b0e8cdbb155d836d4475fa3af4535f54475cf267c33425f305348,0d67b45bda6a1e903d2fd8f2ba6063451c210f4fc6859cac56ddc895abb53982,320,168,168,0,0-165,0-165,166,166,0,165,165,0,4-8;10-14,4-10;12-16;18,10,13,3,14,18,4,0-6,0-6,7,7,0,6,6,0,0-1,0-1,2,2,0,1,1,0,168,168,0,D:|A:,D:|A:,0,0,0,0,0,0,0,0,0,0,0,0,false,false,76800,76800,0,0,0,0,76800,76800,0,1,1,0,320,320,0,9208,9208,0,147328,147328,0,UR+;reg-set-change
